1517;ThaddeusB;37751;Ab, Ad
1518;AndrewHowse;37750;AP, Rv, Ro
1519;Phil Boswell;37709;Ad
1520;Nigel Ish;37656;AP, Rv
1521;Flami72;37628;AP, Rv, Ro
1522;Tobias Conradi;37615;
1523;Ewawer;37607;
1524;JimWae;37601;Rv, Ro
1525;Tolly4bolly;37543;IP, Rv, Ro
1526;Dcoetzee;37529;
1527;JMyrleFuller;37525;AP
1528;23skidoo;37510;
1529;Persian Poet Gal;37390;
1530;Intoronto1125;37384;
1531;Eugene van der Pijll;37383;
1532;Botteville;37342;AP, Rv
1533;Anaxial;37329;AP, Rv, Ro
1534;Arpingstone;37327;Rv, Ro
1535;Centrx;37287;
1536;NrDg;37279;Ad
1537;Gen. Quon;37260;AP, Rv
1538;Noroton;37252;
1539;HandsomeFella;37250;AP
1540;Chris.urs-o;37239;Rv, Ro
1541;M-le-mot-dit;37226;AP, Rv
1542;Bishonen;37180;Ad
1543;Newyorkbrad;37160;Ad
1544;Technical 13;37142;
1545;VasuVR;37136;AP, Rv
1546;DJ Clayworth;37121;
1547;Rajasekhar1961;37116;AP
1548;John from Idegon;37035;AP, IP, Rv, Ro
1549;Freakofnurture;36981;
1550;[Placeholder];36950;
1551;Hometown Kid;36920;
1552;Radiant!;36918;Ad
1553;Handicapper;36912;
1554;Badbilltucker;36909;
1555;Sugar Bear;36906;
1556;Jclemens;36885;AP, Rv, Ro
1557;Kappa;36858;
1558;Theleftorium;36852;Ad
1559;RickK;36836;
1560;Kelapstick;36833;O, Ad
1561;Peacemaker67;36808;AP, Rv, Ro
1562;Syrthiss;36771;Ad
1563;Smsarmad;36766;AC, AP, Rv, Ro
1564;Nimbus227;36761;AP, Rv, Ro
1565;[Placeholder];36744;
1566;Feydey;36732;Ad
1567;Squids and Chips;36725;Rv
1568;Aecis;36712;
1569;Yoninah;36709;AP, Rv, Ro
1570;Mr Stephen;36690;Rv, Ro
1571;Tryde;36681;AP, Rv
1572;Canuckian89;36632;Rv, Ro
1573;Trut-h-urts man;36611;Ro
1574;Legolas2186;36609;Ro
1575;Steel1943;36556;Rv, Ro, TE
1576;The Blade of the Northern Lights;36482;Ab, Ad
1577;AEMoreira042281;36475;Rv
1578;Petri Krohn;36472;AP
1579;Cbbkr;36444;
1580;DexDor;36425;AP
1581;Husond;36422;Ad
1582;Qxz;36406;
1583;Andonic;36379;Ad
1584;BigrTex;36369;Ad
1585;Thismightbezach;36349;Rv
1586;Some jerk on the Internet;36345;Rv, Ro
1587;JonHarder;36339;Ro
1588;Tomcat7;36338;AP, F, Rv, Ro
1589;Vanished user 5zariu3jisj0j4irj;36325;
1590;Steven Zhang;36320;AP, EV, F, IP, Rv, Ro, TE
1591;Midgrid;36309;AP, MM
1592;TheDJ;36302;
1593;Sunray;36297;Rv, Ro
1594;Ss112;36292;Rv
1595;Huntster;36283;Ad
1596;Siva1979;36254;Rv, Ro
1597;DemocraticLuntz;36208;Rv, Ro
1598;J3Mrs;36195;AP, Rv
1599;Green Giant;36189;AP, IP, Rv, Ro
1600;Gfoley4;36175;Ad
1601;Sherurcij;36146;AP, Rv
1602;Iohannes Animosus;36143;
1603;Someguy1221;36103;Ab, O, Ad
1604;Allens;36086;Ro
1605;Lightsout;36065;Ro
1606;Ian.thomson;36061;Rv, Ro
1607;1ForTheMoney;36041;Rv
1608;Druryfire;36034;Rv
1609;PrimeHunter;35935;Ad
1610;Michael Bednarek;35858;AP
1611;Cambalachero;35858;AP, Rv, Ro
1612;MelanieN;35846;Ad
1613;BlueMoonset;35811;
1614;Ingolfson;35810;AP, Rv
1615;TSRL;35801;AP, Rv
1616;Saberwyn;35754;AP, Rv, Ro
1617;Softlavender;35736;Rv, Ro
1618;Brookie;35721;Ad
1619;Patken4;35717;AP, Rv
1620;Bobblehead;35704;
1621;Doug butler;35703;AP
1622;Bigddan11;35688;
1623;Themeparkgc;35681;AP, F, Rv, Ro
1624;Coemgenus;35668;AP, Rv, Ro
1625;Donald Albury;35664;Ad
1626;Violetriga;35631;Ad
1627;Ganeshk;35615;Ad
1628;Smith609;35591;Ad
1629;Kevin McE;35575;
1630;Sergecross73;35567;Ad
1631;Kaihsu;35564;Ad
1632;Chris Capoccia;35538;
1633;Mattgirling;35533;Ad
1634;KumiokoCleanStart;35532;
1635;Wiki Greek Basketball;35531;
1636;Joseph Laferriere;35527;AP
1637;RA0808;35521;Rv, Ro
1638;Dinoguy2;35520;AP
1639;Metropolitan90;35517;Ad
1640;Huldra;35494;Rv, Ro
1641;SharkD;35488;Rv
1642;CorporateM;35460;F, Rv, Ro
1643;Roleplayer;35456;AP, Rv, Ro
1644;Jmlk17;35455;
1645;Innotata;35450;AP, F, Rv, Ro
1646;Enigmaman;35436;Ad
1647;[Placeholder];35434;
1648;ZooFari;35389;AP, Rv, Ro
1649;Zoe;35376;
1650;Gunmetal Angel;35349;Rv
1651;Ocaasi;35338;Ad
1652;Vensatry;35338;AP, F, Rv, Ro
1653;Gaia Octavia Agrippa;35332;AP, Rv, Ro
1654;Miesianiacal;35329;
1655;Chongkian;35324;AP
1656;MECU;35316;Ad
1657;Nihil novi;35312;AP
1658;Aldis90;35303;Rv
1659;Spencer;35295;Ad
1660;GraemeL;35283;Ad
1661;Corvus tristis;35216;AP, Rv
1662;Δ;35167;AP, F, Rv
1663;Triwbe;35144;Rv, Ro
1664;Amatulic;35044;Ad
1665;Charles01;34990;AP, Rv
1666;Kinu;34965;Ad
1667;Joshua Jonathan;34964;
1668;AssociateAffiliate;34926;AP, Rv
1669;HoldenV8;34910;AP
1670;7;34882;Ab, Ad
1671;Jack Merridew;34837;
1672;Nrswanson;34819;
1673;Figaro;34817;AP
1674;[Placeholder];34803;
1675;Ling.Nut;34803;AP, Rv, Ro
1676;Gryffindor;34774;Ad
1677;Jogers;34766;
1678;QuackGuru;34762;
1679;Spellcast;34762;Ad
1680;FSII;34759;
1681;Cullen328;34750;AP, EV, IP, Rv, Ro
1682;Tariqabjotu;34748;Ad
1683;Filll;34732;Rv
1684;Maralia;34721;AP, Rv, Ro, TE
1685;Secretlondon;34720;B, Ad
1686;Rama;34717;Ad
1687;[Placeholder];34713;
1688;MPJ-DK;34695;AP, Rv
1689;Bluerasberry;34673;AC, AP, EP, EV, F, IP, Rv, Ro
1690;Kralizec!;34663;Ab, Ad
1691;Frosty;34653;Rv, Ro
1692;Miranda;34620;AP, Rv, Ro
1693;Keith Edkins;34600;AP, Rv
1694;Cmr08;34595;AP
1695;Darkwarriorblake;34591;F
1696;Paulmcdonald;34578;Ad
1697;Kober;34575;AP, Rv
1698;Phil Bridger;34547;Rv, Ro
1699;Cmdrjameson;34494;
1700;Clariosophic;34491;AP, Rv
1701;Nitsansh;34490;AP, Rv
1702;Active Banana;34487;Rv, Ro
1703;TJRC;34466;AP, Rv, Ro
1704;Freshacconci;34465;Rv, Ro
1705;PiCo;34443;Rv
1706;Takabeg;34399;AP
1707;Jnestorius;34394;AP, Rv
1708;Chetvorno;34390;
1709;Smallbones;34356;AP, Rv
1710;Nhl4hamilton;34324;AP
1711;Jafeluv;34321;
1712;David Fuchs;34312;Ch, O, Ad
1713;Vejvančický;34283;Ad
1714;Tom Danson;34280;AP, Rv
1715;Angelo.romano;34253;Ad
1716;TommyBoy;34243;Ad
1717;Froid;34237;
1718;Ged UK;34222;Ad
1719;Dawn Bard;34216;Rv, Ro
1720;Asiaticus;34207;AP, Rv
1721;SkyWalker;34185;AP, Ro
1722;Lekoren;34172;AP
1723;Deli nk;34161;Rv, Ro
1724;Otolemur crassicaudatus;34106;Ro
1725;Oknazevad;34094;
1726;Joyous!;34093;Ad
1727;Flying Saucer;34091;AP, Rv
1728;Wikidemon;34090;AP, Rv
1729;Rossrs;34075;AP, Rv
1730;Basement12;34056;AP, Rv, Ro
1731;Milowent;34033;AP, Rv, Ro
1732;OnBeyondZebrax;34022;AP, Rv
1733;Thomas Paine1776;34013;Rv
1734;Adamdaley;34013;AP, Ro
1735;Uyvsdi;34009;AP, Rv, Ro
1736;Goustien;33992;AP
1737;DBigXray;33992;AP, F, Rv, Ro
1738;Conscious;33989;
1739;Cloudbound;33988;AP, F, Rv, Ro
1740;Ritchie333;33980;Ab, Ad
1741;Davidwr;33964;AP, Rv, Ro
1742;Kathleen.wright5;33946;Rv
1743;Sam Spade;33916;
1744;AaronY;33909;AP
1745;Gongshow;33899;AP, Rv, Ro
1746;Backspace;33897;AP, Rv
1747;MuffledThud;33885;
1748;Yerevantsi;33870;AP
1749;Omegatron;33841;Ad
1750;Nthep;33780;Ad
1751;Johnuniq;33766;Rv, Ro, TE
1752;Andyjsmith;33763;Rv
1753;Pharos;33760;EC, EP, Ad
1754;TLSuda;33752;Ad
1755;Valenciano;33749;AP, Rv, Ro
1756;Roger Davies;33740;Ch, O, Ad
1757;MikeWazowski;33730;
1758;Tom.Reding;33696;
1759;DCGeist;33683;AP, Rv, Ro
1760;Penale52;33666;AP, Rv
1761;Foofbun;33665;AP
1762;SimonTrew;33664;AP, Rv, Ro
1763;CrazyC83;33636;AP, Rv
1764;Physchim62;33618;AP, Rv
1765;Myasuda;33615;AP, Rv
1766;MrKIA11;33613;Ad
1767;Bearsona;33613;AP, Rv, Ro
1768;Herostratus;33606;AP, Rv, Ro
1769;KillerChihuahua;33590;Ad
1770;Svick;33588;IP, Rv
1771;Reedy;33587;Ab, Ad
1772;Eagle4000;33573;
1773;Codename Lisa;33547;F, TE
1774;Dfotev;33544;
1775;CharlotteWebb;33527;AP, Rv, Ro
1776;Caltas;33522;Rv, Ro
1777;Adavidb;33520;Rv, Ro
1778;Ultramarine;33507;
1779;Maxim;33502;Ab, B, Ad
1780;AllyD;33479;AP, Rv
1781;Halibutt;33462;AP, Rv
1782;Starzynka;33455;
1783;Cynwolfe;33442;AP, Rv
1784;Deucalionite;33427;
1785;Splash;33422;Ad
1786;Skizzik;33404;AP, Rv, Ro
1787;Emijrp;33400;AP, Rv, Ro
1788;Esanchez7587;33380;Ad
1789;EnDaLeCoMpLeX;33354;AP, Rv, Ro
1790;Versageek;33341;Ab, Ch, Ad
1791;CardinalDan;33335;Rv, Ro
1792;Timotheus Canens;33325;Ab, Ch, O, Ad
1793;Tobibln;33268;AP, Rv
1794;Motacilla;33268;AP, Rv
1795;Altairisfar;33247;AP, F, Rv, Ro
1796;Portillo;33205;
1797;Tabercil;33176;Ad
1798;842U;33174;Rv
1799;Danger;33173;Rv, Ro
1800;Knowledgekid87;33166;Rv, Ro
1801;Valmir144;33165;
1802;Ytfc23;33159;Rv, Ro
1803;Hersfold;33142;
1804;Rjd0060;33129;Ab, Ad
1805;PatGallacher;33118;Rv, Ro
1806;Johnsoniensis;33115;
1807;Amalas;33112;
1808;Shell Kinney;33094;
1809;Eastmain;33076;AP, Rv, Ro
1810;HonorTheKing;33048;AP, Rv, Ro
1811;HalfShadow;33038;Rv, Ro
1812;Stone;33012;AP, Rv, Ro
1813;DreamGuy;33002;
1814;Srleffler;33000;Rv, Ro
1815;Drbogdan;32999;AP, Rv, Ro
1816;EvergreenFir;32978;Rv, Ro
1817;Wrestlinglover;32973;AP, Rv, Ro
1818;Mudwater;32964;AP, Rv, Ro
1819;TriiipleThreat;32963;F, Rv, Ro
1820;FreeRangeFrog;32962;Ab, Ad
1821;Barticus88;32947;Rv
1822;Ta bu shi da yu;32902;
1823;DRAGON BOOSTER;32902;Rv, Ro
1824;Zoupan;32889;AP
1825;N5iln;32885;Rv, Ro
1826;Mtminchi08;32884;
1827;One Night In Hackney;32879;Rv, Ro
1828;Sherool;32872;Ad
1829;Bubba hotep;32868;
1830;Atlant;32865;Ad
1831;4meter4;32810;AP
1832;Jza84;32775;
1833;Baffle gab1978;32769;IP, Rv
1834;My Core Competency is Competency;32752;AP, Rv, Ro
1835;Nixeagle;32736;
1836;Huon;32718;Ad
1837;Easy4me;32692;
1838;Instantnood;32683;
1839;Benea;32665;AP, Rv, Ro
1840;Jaysuc;32644;
1841;Randhirreddy;32643;AP, Rv
1842;Andrewman327;32607;AP, Rv, Ro
1843;Irpen;32604;
1844;Zanoni;32597;AP, Rv, Ro
1845;Cliftonian;32593;AP, Rv, Ro
1846;Johnluisocasio;32592;AP
1847;Theopolisme;32584;EV, Rv, Ro, TE
1848;RobJ1981;32546;
1849;Kauffner;32539;
1850;Deckiller;32532;Ad
1851;SL93;32520;AP, Rv
1852;Tachs;32518;AP
1853;Cindamuse;32512;
1854;Hzh;32505;Rv
1855;Synthwave.94;32495;
1856;Lfstevens;32474;
1857;The Man in Question;32462;AP, Rv
1858;SoWhy;32451;Ad
1859;Ruby2010;32421;AP, F, Rv, Ro
1860;Mosmof;32391;
1861;JaMikePA;32380;
1862;Michael Devore;32375;Rv, Ro
1863;MYS77;32370;AP
1864;Vchimpanzee;32357;AP, Rv
1865;Kusma;32346;Ad
1866;[Placeholder];32332;
1867;Melburnian;32309;Ad
1868;Discographer;32299;
1869;CT Cooper;32278;Ad
1870;Flatterworld;32275;AP, Rv
1871;DoubleBlue;32265;AP, Rv, Ro
1872;Americasroof;32262;AP, Rv
1873;Extraordinary Machine;32257;Ad
1874;Sjakkalle;32242;Ad
1875;Dutchy85;32229;AP
1876;Dapi89;32215;AP
1877;Double sharp;32184;AP, F, Rv
1878;Acather96;32172;Ad
1879;PigFlu Oink;32092;
1880;SpacemanSpiff;32079;Ad
1881;78.26;32058;AP, Rv, Ro
1882;Jacoplane;32058;Ad
1883;Dual Freq;32047;AP, Ro
1884;Finlay McWalter;32019;Ad
1885;Anthonyhcole;32000;Rv, TE
1886;Fractyl;31998;
1887;JaconaFrere;31986;Ro
1888;North Shoreman;31982;Rv, Ro
1889;Polly;31977;Ro
1890;Wcquidditch;31968;AP, Rv
1891;Efe;31957;Ad
1892;Edwardx;31924;AC, AP, Rv, Ro
1893;Carolmooredc;31919;Rv, Ro
1894;Oda Mari;31908;
1895;John Cardinal;31908;Ro
1896;Melchoir;31883;Ad
1897;Mrf8128;31883;
1898;Agathoclea;31877;Ad
1899;Freechild;31875;AP, Rv
1900;Olessi;31867;
1901;Michaelmas1957;31852;Ro
1902;Andrew c;31845;Ad
1903;Vjmlhds;31838;Rv, Ro
1904;Wolfkeeper;31832;Rv
1905;Nobunaga24;31831;
1906;Nuklear;31796;
1907;Keraunos;31791;AP
1908;Tikiwont;31783;
1909;Phantomsteve;31739;Ad
1910;Rifleman 82;31734;Ad
1911;[Placeholder];31727;
1912;Morriswa;31695;
1913;P199;31677;AP, Rv, Ro
1914;Bluesangrel;31674;
1915;DavidCane;31668;AP, Rv, Ro
1916;Amalthea;31648;Ab, Ch, Ad
1917;Mendaliv;31612;AC, Rv, Ro
1918;Amandajm;31599;AP, Rv, Ro
1919;Ntsimp;31596;AP, Rv, Ro
1920;Nihiltres;31591;Ab, Ad
1921;Til Eulenspiegel;31589;Rv
1922;Nvvchar;31574;AP, Rv
1923;Academic Challenger;31569;Ad
1924;Faithlessthewonderboy;31566;Ad
1925;Jason Quinn;31551;Ad
1926;SP-KP;31537;AP, Rv
1927;Esoglou;31525;
1928;Pyrotec;31521;AP, Rv, Ro
1929;DanielCD;31501;Ad
1930;Midnightdreary;31495;AP, Rv
1931;XLerate;31489;AP, Rv, Ro
1932;Yngvadottir;31472;Ad
1933;JoshuaZ;31451;Rv, Ro
1934;KAVEBEAR;31449;AP, Rv
1935;Elizium23;31444;AP, Rv, Ro
1936;Timwi;31421;Ad
1937;Raintheone;31394;AP, F, Rv, Ro
1938;Josiah Rowe;31393;Ad
1939;Tomobe03;31392;AP, Rv
1940;Quarl;31388;Ad
1941;Simply south;31382;AP, Rv, Ro, TE
1942;Nbarth;31365;AP, Rv, Ro
1943;Marasmusine;31364;Ad
1944;Craigy144;31329;
1945;Vaoverland;31318;
1946;Wimt;31317;Ad
1947;Kraxler;31297;AP, Rv
1948;VMS Mosaic;31296;Rv, Ro
1949;LeadSongDog;31271;AP, Rv
1950;Mentoz86;31271;Ad
1951;Hotwiki;31262;
1952;The Four Deuces;31258;Rv, Ro
1953;Slakr;31252;Ab, Ad
1954;Aoidh;31238;Rv, Ro
1955;Gilgamesh~enwiki;31234;AP, Rv
1956;Hodja Nasreddin;31217;AP, Rv
1957;EkoGraf;31209;
1958;Spartaz;31206;Ad
1959;Reddogsix;31205;Ro
1960;Chase me ladies, I'm the Cavalry;31180;Rv, Ro
1961;Tiamut;31162;AP, Rv
1962;Bull-Doser;31149;
1963;Jack Cox;31136;
1964;SchrutedIt08;31136;AP, Rv
1965;DadaNeem;31123;
1966;Dsimic;31114;Rv, Ro
1967;Kurykh;31109;Ad
1968;Inwind;31084;AP, Rv
1969;Hahc21;31076;
1970;Hydrargyrum;31066;
1971;Jwalte04;31047;Rv
1972;Sanfranman59;31031;AP, Rv
1973;Elkman;31021;AP, Rv, Ro
1974;Johnny Au;31019;Rv, Ro
1975;Scottandrewhutchins;30996;AP
1976;Calistemon1;30966;AP
1977;Gary J;30944;AP
1978;Aeusoes1;30936;Rv, Ro
1979;Kbh3rd;30928;Ad
1980;Colonel Warden;30922;AP, F, Rv, Ro
1981;Wisdom89;30903;Rv, Ro
1982;InedibleHulk;30903;
1983;Kuyabribri;30898;AP, Rv, Ro
1984;Gloss;30897;AP, Rv, Ro
1985;Giggy;30896;Ro
1986;Boleyn3;30880;AP, Rv
1987;Geometry guy;30863;Ad
1988;16@r;30848;
1989;DavidWBrooks;30846;Ad
1990;Bumm13;30844;Ad
1991;Calvin999;30831;
1992;Wesley Mouse;30813;AP, F, IP, MM, Rv, Ro, TE
1993;Vin09;30810;Rv
1994;LessHeard vanU;30780;
1995;Orangemarlin;30771;
1996;Derekbridges;30771;AP
1997;Niteshift36;30771;Rv
1998;Shiftchange;30749;AP, Rv, Ro
1999;Htonl;30731;AP, Rv
2000;Blackknight12;30726;AP, Rv, Ro
